Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-CD-C1,C&B-Subtitle-CD-C2,C&B-Subtitle-raw-W,C&B-Subtitle-CD-W
肉桂,肉桂,6,10,6996,240,2890,141,79,56
肉眼,肉眼,6,11,6996,19247,2890,5237,53,48
肉販,肉贩,6,11,6996,1470,2890,705,N/A,N/A
肉麻,肉麻,6,11,6996,11963,2890,4335,40,35
肉湯,肉汤,6,12,6996,4519,2890,1177,44,35
肉痛,肉痛,6,12,6996,8963,2890,3611,N/A,N/A
肉絲,肉丝,6,12,6996,6698,2890,2119,N/A,N/A
肉感,肉感,6,13,6996,61054,2890,6131,7,7
肉搏,肉搏,6,13,6996,939,2890,619,19,18
肉餅,肉饼,6,14,6996,4137,2890,1695,92,60
肉慾,肉欲,6,15,6996,2515,2890,1645,21,20
肉瘤,肉瘤,6,15,6996,1037,2890,355,9,7
肉質,肉质,6,15,6996,5831,2890,2698,6,5
肉餡,肉馅,6,16,6996,800,2890,396,43,35
肉醬,肉酱,6,18,6996,1586,2890,877,65,49
肉鬆,肉松,6,18,6996,9051,2890,3698,4,3
肉類,肉类,6,19,6996,11326,2890,3929,51,34
肉體,肉体,6,23,6996,26590,2890,5453,324,267
肋骨,肋骨,6,10,405,5311,277,2149,256,188
肌肉,肌肉,6,6,1322,6996,825,2890,780,559
肌腱,肌腱,6,13,1322,54,825,35,34,19
肌膚,肌肤,6,15,1322,1874,825,1153,94,81
臣子,臣子,6,3,467,177693,222,6239,6,4
臣服,臣服,6,8,467,24279,222,5496,64,43
自大,自大,6,3,98698,135159,6233,6237,210,181
自己,自己,6,3,98698,58674,6233,6163,57978,6155
自主,自主,6,5,98698,28628,6233,5684,101,73
自幼,自幼,6,5,98698,937,6233,646,5,5
自用,自用,6,5,98698,79299,6233,6222,6,6
自由,自由,6,5,98698,15733,6233,4951,3848,1834
自白,自白,6,5,98698,41987,6233,6007,15,10
自立,自立,6,5,98698,10194,6233,3980,72,66
自刎,自刎,6,6,98698,5,6233,4,5,4
自在,自在,6,6,98698,546367,6233,6242,382,314
自此,自此,6,6,98698,28050,6233,5600,13,13
自行,自行,6,6,98698,73109,6233,6201,128,115
自助,自助,6,7,98698,16435,6233,4880,92,79
自我,自我,6,7,98698,2058980,6233,6242,1950,1347
自找,自找,6,7,98698,73582,6233,6139,225,204
自私,自私,6,7,98698,7253,6233,3390,680,531
自身,自身,6,7,98698,38760,6233,6010,324,284
自制,自制,6,8,98698,16519,6233,4821,175,158
自卑,自卑,6,8,98698,1014,6233,746,53,47
自咎,自咎,6,8,98698,184,6233,160,N/A,N/A
自居,自居,6,8,98698,7197,6233,3364,14,13
自治,自治,6,8,98698,11940,6233,3437,34,27
自知,自知,6,8,98698,211542,6233,6239,8,8
自保,自保,6,9,98698,39731,6233,5920,71,67
自信,自信,6,9,98698,57928,6233,6108,1242,696
自律,自律,6,9,98698,12028,6233,3042,24,22
自恃,自恃,6,9,98698,27,6233,22,9,8
自省,自省,6,9,98698,2285,6233,1412,7,7
自負,自负,6,9,98698,7980,6233,3629,215,180
自述,自述,6,9,98698,2432,6233,1521,8,5
自重,自重,6,9,98698,39372,6233,6073,27,24
自首,自首,6,9,98698,12927,6233,4153,319,198
自修,自修,6,10,98698,7799,6233,2885,10,10
自娛,自娱,6,10,98698,925,6233,669,37,36
自動,自动,6,11,98698,49274,6233,6044,874,630
自強,自强,6,11,98698,15755,6233,4609,13,11
自從,自从,6,11,98698,69789,6233,6209,2494,1827
自殺,自杀,6,11,98698,47122,6233,4962,2969,1221
自組,自组,6,11,98698,11486,6233,3398,N/A,N/A
自備,自备,6,12,98698,27669,6233,5661,5,5
自創,自创,6,12,98698,4667,6233,2384,N/A,N/A
自尊,自尊,6,12,98698,4525,6233,2364,275,226
自然,自然,6,12,98698,91514,6233,6232,2328,1508
自費,自费,6,12,98698,12016,6233,4257,6,6
自量,自量,6,12,98698,12973,6233,4411,N/A,N/A
自傲,自傲,6,13,98698,2748,6233,1676,27,26
自傳,自传,6,13,98698,13084,6233,4345,112,72
自愛,自爱,6,13,98698,65256,6233,5978,24,19
自詡,自诩,6,13,98698,19,6233,18,19,18
自誇,自夸,6,13,98698,1406,6233,1037,25,24
自滿,自满,6,14,98698,11463,6233,4554,20,18
自盡,自尽,6,14,98698,15462,6233,5033,68,48
自稱,自称,6,14,98698,6188,6233,3222,265,239
自製,自制,6,14,98698,16519,6233,4821,175,158
自認,自认,6,14,98698,54322,6233,6063,N/A,N/A
自豪,自豪,6,14,98698,2507,6233,1509,1068,770
自慰,自慰,6,15,98698,1344,6233,1004,5,5
自衛,自卫,6,15,98698,7327,6233,2498,279,199
自學,自学,6,16,98698,41964,6233,5516,36,28
自燃,自燃,6,16,98698,1719,6233,924,54,19
自縊,自缢,6,16,98698,2,6233,2,1,1
自選,自选,6,16,98698,25419,6233,4902,13,10
自願,自愿,6,19,98698,17132,6233,5055,617,460
自覺,自觉,6,20,98698,81155,6233,6180,84,81
至今,至今,6,4,18394,44976,5381,5996,451,397
至少,至少,6,4,18394,28266,5381,5879,6750,3630
至多,至多,6,6,18394,104049,5381,6236,11,11
至此,至此,6,6,18394,28050,5381,5600,92,87
至於,至于,6,8,18394,45429,5381,6064,735,630
至尊,至尊,6,12,18394,4525,5381,2364,N/A,N/A
至誠,至诚,6,13,18394,3699,5381,2116,N/A,N/A
至親,至亲,6,16,18394,42501,5381,5812,17,17
臼齒,臼齿,6,15,85,1572,67,905,22,17
舌尖,舌尖,6,6,1482,2358,962,1415,19,15
舌苔,舌苔,6,9,1482,270,962,52,2,2
舌戰,舌战,6,16,1482,18511,962,3826,4,4
舌頭,舌头,6,16,1482,49069,962,6092,672,433
色盲,色盲,6,8,21624,662,5086,440,12,11
色相,色相,6,9,21624,47856,5086,6109,15,11
色狼,色狼,6,10,21624,1762,5086,749,80,47
色紙,色纸,6,10,21624,5221,5086,2486,6,6
色素,色素,6,10,21624,3715,5086,1856,33,27
色彩,色彩,6,11,21624,5381,5086,2196,225,172
色情,色情,6,11,21624,69279,5086,6178,675,418
色慾,色欲,6,15,21624,2515,5086,1645,N/A,N/A
色調,色调,6,15,21624,14539,5086,4336,27,23
色澤,色泽,6,16,21624,1733,5086,698,41,18
血仇,血仇,6,4,14874,2085,3601,1149,5,4
血水,血水,6,4,14874,21793,3601,5083,7,7
血印,血印,6,6,14874,6629,3601,2844,2,2
血汗,血汗,6,6,14874,1537,3601,914,42,34
血性,血性,6,8,14874,28102,3601,5317,39,31
血泊,血泊,6,8,14874,334,3601,236,50,42
血型,血型,6,9,14874,7502,3601,3126,174,88
血紅,血红,6,9,14874,7485,3601,3015,16,15
血庫,血库,6,10,14874,4752,3601,1740,17,17
血書,血书,6,10,14874,13360,3601,3636,3,3
血案,血案,6,10,14874,23014,3601,3954,29,21
血脈,血脉,6,10,14874,1757,3601,955,65,54
血液,血液,6,11,14874,2872,3601,1384,1182,697
血淚,血泪,6,11,14874,1268,3601,808,10,10
血清,血清,6,11,14874,21660,3601,5479,135,55
血痕,血痕,6,11,14874,2316,3601,1200,7,4
血統,血统,6,11,14874,13355,3601,3335,316,193
血絲,血丝,6,12,14874,6698,3601,2119,9,9
血債,血债,6,13,14874,1180,3601,664,81,59
血腥,血腥,6,13,14874,372,3601,256,274,185
血跡,血迹,6,13,14874,5466,3601,2504,793,381
血滴,血滴,6,14,14874,1091,3601,712,N/A,N/A
血管,血管,6,14,14874,29106,3601,5850,316,219
血漿,血浆,6,15,14874,708,3601,389,51,36
血緣,血缘,6,15,14874,1650,3601,1188,134,120
血戰,血战,6,16,14874,18511,3601,3826,25,22
血糖,血糖,6,16,14874,4066,3601,1791,63,48
血壓,血压,6,17,14874,6483,3601,3051,389,233
血癌,血癌,6,17,14874,1610,3601,627,4,3
行人,行人,6,2,73109,373292,6201,6240,66,60
行乞,行乞,6,3,73109,436,6201,296,6,5
行凶,行凶,6,4,73109,6967,6201,1827,106,88
行兇,行凶,6,6,73109,6967,6201,1827,106,88
行列,行列,6,6,73109,4646,6201,2129,116,101
行劫,行劫,6,7,73109,3238,6201,1243,1,1
行李,行李,6,7,73109,2910,6201,1130,977,662
行走,行走,6,7,73109,82765,6201,6216,191,161
行車,行车,6,7,73109,55587,6201,5469,39,29
行事,行事,6,8,73109,179716,6201,6237,635,537
行使,行使,6,8,73109,16913,6201,4913,115,97
行刺,行刺,6,8,73109,4820,6201,2472,18,13
行政,行政,6,9,73109,8186,6201,2546,238,165
行星,行星,6,9,73109,20974,6201,4514,346,123
行為,行为,6,9,73109,249231,6201,6241,3396,1982
行軍,行军,6,9,73109,15516,6201,2873,74,38
行家,行家,6,10,73109,112387,6201,6236,107,95
行徑,行径,6,10,73109,1475,6201,1002,97,90
行書,行书,6,10,73109,13360,6201,3636,N/A,N/A
行動,行动,6,11,73109,49274,6201,6044,6405,2468
行情,行情,6,11,73109,69279,6201,6178,40,34
行規,行规,6,11,73109,7030,6201,3128,14,12
行貨,行货,6,11,73109,5929,6201,2493,N/A,N/A
行善,行善,6,12,73109,5091,6201,2459,40,33
行程,行程,6,12,73109,10184,6201,3989,296,233
行距,行距,6,12,73109,1821,6201,1244,N/A,N/A
行業,行业,6,13,73109,13928,6201,4346,475,342
行經,行经,6,13,73109,80207,6201,6214,5,5
行裝,行装,6,13,73109,17633,6201,5028,30,27
行賄,行贿,6,13,73109,599,6201,364,103,74
行銷,行销,6,15,73109,3241,6201,1756,12,10
行駛,行驶,6,15,73109,1795,6201,973,219,165
行禮,行礼,6,18,73109,14769,6201,4012,48,36
行蹤,行踪,6,18,73109,7876,6201,2631,310,267
行醫,行医,6,18,73109,26637,6201,4151,97,60
行騙,行骗,6,19,73109,7521,6201,3183,35,25
衣扣,衣扣,6,6,14941,1912,4375,1200,3,3
衣服,衣服,6,8,14941,24279,4375,5496,8130,3326
衣物,衣物,6,8,14941,30079,4375,5603,120,106
衣架,衣架,6,9,14941,8023,4375,3150,54,49
衣料,衣料,6,10,14941,8527,4375,3653,21,17
衣着,衣着,6,12,14941,117476,4375,6225,120,112
衣缽,衣钵,6,11,14941,49,4375,24,9,8
衣袋,衣袋,6,11,14941,5787,4375,2741,13,13
衣袖,衣袖,6,10,14941,1162,4375,770,16,12
衣著,衣着,6,12,14941,117476,4375,6225,120,112
衣鉢,衣钵,6,13,14941,49,4375,24,9,8
衣飾,衣饰,6,13,14941,1873,4375,1226,8,8
衣裳,衣裳,6,14,14941,50,4375,25,19,18
衣領,衣领,6,14,14941,8170,4375,3231,53,41
衣履,衣履,6,15,14941,410,4375,341,N/A,N/A
衣箱,衣箱,6,15,14941,5936,4375,2454,4,3
衣櫃,衣柜,6,18,14941,1975,4375,1172,240,174
衣櫥,衣橱,6,19,14941,719,4375,495,237,176
衣襟,衣襟,6,18,14941,39,4375,34,2,2
西人,西人,6,2,59024,373292,6124,6240,30,7
西方,西方,6,4,59024,52743,6124,6142,257,182
西北,西北,6,5,59024,3768,6124,1709,189,137
西瓜,西瓜,6,5,59024,3315,6124,1838,101,78
西式,西式,6,6,59024,12142,6124,4521,10,10
西岸,西岸,6,8,59024,1693,6124,881,57,39
西征,西征,6,8,59024,2504,6124,1552,N/A,N/A
西服,西服,6,8,59024,24279,6124,5496,174,136
西洋,西洋,6,9,59024,2225,6124,1145,46,27
西面,西面,6,9,59024,67015,6124,6200,69,59
西風,西风,6,9,59024,13301,6124,4400,14,12
西域,西域,6,11,59024,2003,6124,1169,3,2
西部,西部,6,11,59024,34796,6124,5762,499,290
西裝,西装,6,13,59024,17633,6124,5028,576,368
西樂,西乐,6,15,59024,26456,6124,5115,8,4
西曆,西历,6,16,59024,8856,6124,3580,N/A,N/A
西餐,西餐,6,16,59024,10547,6124,3567,7,6
西醫,西医,6,18,59024,26637,6124,4151,12,8
西藥,西药,6,19,59024,11037,6124,3189,2,2
西邊,西边,6,19,59024,30972,6124,5769,156,123
串通,串通,7,11,699,26617,515,5569,49,42
串連,串连,7,11,699,11517,515,4484,4,3
串演,串演,7,14,699,23373,515,3897,1,1
串聯,串联,7,17,699,14117,515,4013,10,9
串騙,串骗,7,19,699,7521,515,3183,N/A,N/A
伯父,伯父,7,4,6525,22065,1421,4318,39,20
伯兄,伯兄,7,5,6525,14373,1421,3534,N/A,N/A
伯母,伯母,7,5,6525,15556,1421,4132,49,20
伯伯,伯伯,7,7,6525,6525,1421,1421,25,19
伯樂,伯乐,7,15,6525,26456,1421,5115,17,15
伯爵,伯爵,7,17,6525,2690,1421,601,425,122
估定,估定,7,8,2862,81657,1817,6219,N/A,N/A
估計,估计,7,9,2862,34589,1817,5598,1748,1233
估量,估量,7,12,2862,12973,1817,4411,23,23
估算,估算,7,14,2862,28149,1817,5764,41,35
估價,估价,7,15,2862,8767,1817,3598,51,46
伴侶,伴侣,7,9,4854,886,2410,566,458,311
伴奏,伴奏,7,9,4854,2153,2410,1009,113,84
伴娘,伴娘,7,10,4854,9115,2410,3046,239,102
伴唱,伴唱,7,11,4854,11922,2410,2232,37,17
伴舞,伴舞,7,14,4854,22832,2410,2865,29,23
伴隨,伴随,7,16,4854,12248,2410,4766,223,207
伶俐,伶俐,7,9,169,57,86,48,30,22
伸入,伸入,7,2,1794,24269,1195,5410,N/A,N/A
伸手,伸手,7,4,1794,75608,1195,6186,155,134
伸出,伸出,7,5,1794,129404,1195,6239,237,209
伸延,伸延,7,8,1794,1821,1195,1209,N/A,N/A
伸直,伸直,7,8,1794,46163,1195,6143,56,47
伸長,伸长,7,8,1794,42596,1195,5903,27,22
伸冤,伸冤,7,10,1794,322,1195,215,1,1
伸展,伸展,7,10,1794,8372,1195,3512,191,106
伸張,伸张,7,11,1794,18739,1195,5090,130,100
伸腰,伸腰,7,13,1794,1198,1195,785,1,1
伸腿,伸腿,7,14,1794,4983,1195,2331,11,10
伸縮,伸缩,7,17,1794,1736,1195,1202,23,19
伺候,伺候,7,10,198,58337,167,6169,138,113
伺機,伺机,7,16,198,48902,167,5953,43,41
似乎,似乎,7,5,7493,11683,3653,4473,3157,1934
似的,似的,7,8,7493,1762079,3653,6243,1827,1341
似是,似是,7,9,7493,1172098,3653,6243,N/A,N/A
但凡,但凡,7,3,122236,1875,6154,1077,10,10
但是,但是,7,9,122236,1172098,6154,6243,52718,5615
但願,但愿,7,19,122236,17132,6154,5055,883,688
佇立,伫立,7,5,5,10194,5,3980,5,5
佈局,布局,7,7,18253,12836,3969,3669,48,42
佈陣,布阵,7,10,18253,2429,3969,1564,20,5
佈景,布景,7,12,18253,3764,3969,2168,126,88
佈置,布置,7,13,18253,9009,3969,3777,446,361
佈署,布署,7,13,18253,1227,3969,696,N/A,N/A
佈道,布道,7,13,18253,230531,3969,6241,151,86
佈滿,布满,7,14,18253,11463,3969,4554,105,96
位子,位子,7,3,31427,177693,5606,6239,648,479
位次,位次,7,6,31427,58108,5606,6183,1,1
位於,位于,7,8,31427,45429,5606,6064,397,321
位置,位置,7,13,31427,9009,5606,3777,3253,1879
位標,位标,7,15,31427,9572,5606,3543,N/A,N/A
低下,低下,7,3,5249,153565,2871,6239,124,111
低分,低分,7,4,5249,48396,2871,6077,N/A,N/A
低凹,低凹,7,5,5249,150,2871,108,N/A,N/A
低劣,低劣,7,6,5249,646,2871,540,38,35
低地,低地,7,6,5249,78129,2871,6211,N/A,N/A
低估,低估,7,7,5249,2862,2871,1817,305,256
低沈,低沉,7,7,5249,3347,2871,1974,44,38
低於,低于,7,8,5249,45429,2871,6064,120,111
低空,低空,7,8,5249,15517,2871,4618,16,15
低垂,低垂,7,9,5249,668,2871,534,6,6
低音,低音,7,9,5249,18229,2871,4546,83,60
低飛,低飞,7,9,5249,15717,2871,3552,N/A,N/A
低級,低级,7,10,5249,9893,2871,3733,185,162
低胸,低胸,7,10,5249,3264,2871,1767,N/A,N/A
低能,低能,7,10,5249,241617,2871,6243,61,45
低迷,低迷,7,10,5249,8172,2871,3516,21,19
低處,低处,7,11,5249,28742,2871,5835,N/A,N/A
低等,低等,7,12,5249,71184,2871,6178,10,10
低廉,低廉,7,13,5249,1417,2871,579,16,14
低微,低微,7,13,5249,4453,2871,2379,14,12
低溫,低温,7,13,5249,4828,2871,2263,83,51
低落,低落,7,13,5249,10041,2871,3666,141,121
低窪,低洼,7,14,5249,40,2871,25,8,5
低價,低价,7,15,5249,8767,2871,3598,52,42
低潮,低潮,7,15,5249,1485,2871,927,60,54
低調,低调,7,15,5249,14539,2871,4336,335,278
低賤,低贱,7,15,5249,1848,2871,1034,45,34
低頭,低头,7,16,5249,49069,2871,6092,195,159
低壓,低压,7,17,5249,6483,2871,3051,17,14
低檔,低档,7,17,5249,4903,2871,2156,14,11
低聲,低声,7,17,5249,18258,2871,5058,82,77
住口,住口,7,3,38482,21385,5967,5406,233,173
住戶,住户,7,4,38482,5836,5967,2504,74,56
住手,住手,7,4,38482,75608,5967,6186,1877,1015
住宅,住宅,7,6,38482,610,5967,441,164,146
住址,住址,7,7,38482,2291,5967,1369,214,181
住房,住房,7,8,38482,25246,5967,5150,78,67
住所,住所,7,8,38482,100444,5967,6232,268,226
住屋,住屋,7,9,38482,6385,5967,2805,N/A,N/A
住家,住家,7,10,38482,112387,5967,6236,19,19
住校,住校,7,10,38482,13122,5967,3100,7,6
住院,住院,7,10,38482,13564,5967,3799,420,242
住宿,住宿,7,11,38482,1334,5967,824,88,75
住處,住处,7,11,38482,28742,5967,5835,480,373
住慣,住惯,7,14,38482,2765,5967,1963,N/A,N/A
住嘴,住嘴,7,15,38482,12089,5967,4167,427,300
佐證,佐证,7,19,1029,30165,218,5358,6,6
佔去,占去,7,5,2291,232346,1524,6241,N/A,N/A
佔用,占用,7,5,2291,79299,1524,6222,212,197
佔先,占先,7,6,2291,71253,1524,6128,3,3
佔地,占地,7,6,2291,78129,1524,6211,14,14
佔有,占有,7,6,2291,533631,1524,6243,223,175
佔領,占领,7,14,2291,8170,1524,3231,267,193
佔據,占据,7,16,2291,12730,1524,3905,261,226
何人,何人,7,2,37987,373292,5895,6240,25,19
何不,何不,7,4,37987,904675,5895,6243,420,341
何止,何止,7,4,37987,14732,5895,4866,32,31
何以,何以,7,5,37987,184508,5895,6238,33,29
何必,何必,7,5,37987,27960,5895,5667,209,182
何在,何在,7,6,37987,546367,5895,6242,100,93
何妨,何妨,7,7,37987,768,5895,654,24,24
何事,何事,7,8,37987,179716,5895,6237,53,45
何況,何况,7,8,37987,13269,5895,4554,229,204
何故,何故,7,9,37987,11435,5895,4136,48,39
何苦,何苦,7,9,37987,7563,5895,3390,21,20
何時,何时,7,10,37987,162611,5895,6240,860,643
何處,何处,7,11,37987,28742,5895,5835,277,235
何曾,何曾,7,12,37987,11274,5895,4302,N/A,N/A
何等,何等,7,12,37987,71184,5895,6178,43,37
何嘗,何尝,7,14,37987,4665,5895,2254,18,16
何謂,何谓,7,16,37987,2864,5895,2028,13,12
佚名,佚名,7,6,1,43229,1,5995,1,1
佛寺,佛寺,7,6,4016,397,1422,148,3,3
佛性,佛性,7,8,4016,28102,1422,5317,N/A,N/A
佛門,佛门,7,8,4016,25908,1422,5498,2,2
佛陀,佛陀,7,8,4016,251,1422,113,10,8
佛家,佛家,7,10,4016,112387,1422,6236,1,1
佛堂,佛堂,7,11,4016,5777,1422,2408,1,1
佛教,佛教,7,11,4016,21768,1422,4579,45,36
佛塔,佛塔,7,13,4016,6158,1422,1510,N/A,N/A
佛殿,佛殿,7,13,4016,1372,1422,363,N/A,N/A
佛經,佛经,7,13,4016,80207,1422,6214,7,6
佛像,佛像,7,14,4016,71186,1422,6153,24,12
佛壇,佛坛,7,16,4016,373,1422,269,N/A,N/A
作文,作文,7,4,68168,14196,6143,3743,63,37
作主,作主,7,5,68168,28628,6143,5684,72,57
作出,作出,7,5,68168,129404,6143,6239,725,564
作用,作用,7,5,68168,79299,6143,6222,1739,1242
作曲,作曲,7,6,68168,5121,6143,1939,80,57
作弄,作弄,7,7,68168,15246,6143,4850,46,41
作怪,作怪,7,8,68168,17328,6143,5039,47,43
作法,作法,7,8,68168,60750,6143,6091,21,19
作者,作者,7,8,68168,42245,6143,5891,459,313
作品,作品,7,9,68168,14318,6143,4239,1575,816
作客,作客,7,9,68168,12810,6143,4261,16,15
作為,作为,7,9,68168,249231,6143,6241,5864,3084
作風,作风,7,9,68168,13301,6143,4400,236,213
作家,作家,7,10,68168,112387,6143,6236,998,522
作息,作息,7,10,68168,19106,6143,5204,14,14
作案,作案,7,10,68168,23014,6143,3954,495,287
作假,作假,7,11,68168,12808,6143,4414,28,26
作梗,作梗,7,11,68168,101,6143,84,22,22
作答,作答,7,12,68168,11907,6143,4404,21,17
作詞,作词,7,12,68168,7178,6143,2902,N/A,N/A
作業,作业,7,13,68168,13928,6143,4346,910,484
作詩,作诗,7,13,68168,1734,6143,772,N/A,N/A
作嘔,作呕,7,14,68168,635,6143,454,122,104
作對,作对,7,14,68168,191793,6143,6236,112,104
作弊,作弊,7,14,68168,542,6143,294,451,232
作價,作价,7,15,68168,8767,6143,3598,1,1
作廢,作废,7,15,68168,3755,6143,2188,48,44
作罷,作罢,7,15,68168,2056,6143,1372,9,9
作戰,作战,7,16,68168,18511,6143,3826,460,276
作證,作证,7,19,68168,30165,6143,5358,1058,478
你們,你们,7,10,1444831,701754,6242,6243,112946,6171
佣人,佣人,7,2,1049,373292,709,6240,121,95
佣金,佣金,7,8,1049,19210,709,4403,103,83
克制,克制,7,8,53663,16519,4233,4821,165,149
克服,克服,7,8,53663,24279,4233,5496,440,362
兌現,兑现,7,11,387,137777,285,6240,243,186
兌換,兑换,7,12,387,9989,285,4159,83,60
兌款,兑款,7,12,387,3486,285,1729,N/A,N/A
免去,免去,7,5,6707,232346,2975,6241,46,45
免役,免役,7,7,6707,1022,2975,601,N/A,N/A
免於,免于,7,8,6707,45429,2975,6064,46,44
免疫,免疫,7,9,6707,883,2975,387,230,151
免除,免除,7,10,6707,16235,2975,5237,63,60
免得,免得,7,11,6707,208054,2975,6239,246,226
免稅,免税,7,12,6707,1301,2975,680,61,41
免費,免费,7,12,6707,12016,2975,4257,1713,1120
免罪,免罪,7,13,6707,14242,2975,3557,35,29
免談,免谈,7,15,6707,35703,2975,5314,N/A,N/A
免職,免职,7,18,6707,8028,2975,3292,14,14
兵力,兵力,7,2,4945,44859,1377,6009,66,42
兵役,兵役,7,7,4945,1022,1377,601,46,31
兵卒,兵卒,7,8,4945,171,1377,125,1,1
兵法,兵法,7,8,4945,60750,1377,6091,19,15
兵書,兵书,7,10,4945,13360,1377,3636,N/A,N/A
兵團,兵团,7,14,4945,9748,1377,3384,72,33
兵種,兵种,7,14,4945,42396,1377,6034,1,1
兵器,兵器,7,16,4945,16613,1377,3955,38,25
兵諫,兵谏,7,16,4945,1,1377,1,N/A,N/A
兵權,兵权,7,22,4945,10283,1377,3515,3,3
兵變,兵变,7,23,4945,30205,1377,5828,19,11
冶艷,冶艳,7,24,18,663,16,453,N/A,N/A
冷水,冷水,7,4,9199,21793,3680,5083,82,75
冷汗,冷汗,7,6,9199,1537,3680,914,29,26
冷血,冷血,7,6,9199,14874,3680,3601,N/A,N/A
冷門,冷门,7,8,9199,25908,3680,5498,25,18
冷雨,冷雨,7,8,9199,3189,3680,1432,N/A,N/A
冷卻,冷却,7,9,9199,13707,3680,4636,122,90
冷待,冷待,7,9,9199,16314,3680,5118,N/A,N/A
冷凍,冷冻,7,10,9199,1620,3680,910,220,125
冷宮,冷宫,7,10,9199,2421,3680,892,1,1
冷峻,冷峻,7,10,9199,115,3680,99,5,3
冷庫,冷库,7,10,9199,4752,3680,1740,10,9
冷氣,冷气,7,10,9199,28334,3680,5724,25,22
冷笑,冷笑,7,10,9199,22282,3680,5225,46,31
冷寂,冷寂,7,11,9199,715,3680,494,1,1
冷淡,冷淡,7,11,9199,1031,3680,770,105,89
冷清,冷清,7,11,9199,21660,3680,5479,37,34
冷眼,冷眼,7,11,9199,19247,3680,5237,5,5
冷場,冷场,7,12,9199,34746,3680,5695,13,13
冷飲,冷饮,7,12,9199,1811,3680,1200,33,25
冷暖,冷暖,7,13,9199,1680,3680,1071,3,3
冷落,冷落,7,13,9199,10041,3680,3666,38,35
冷對,冷对,7,14,9199,191793,3680,6236,N/A,N/A
冷漠,冷漠,7,14,9199,1009,3680,609,169,147
冷酷,冷酷,7,14,9199,5303,3680,2527,276,232
冷僻,冷僻,7,15,9199,243,3680,200,N/A,N/A
冷盤,冷盘,7,15,9199,4299,3680,2302,13,11
冷箭,冷箭,7,15,9199,1291,3680,556,8,8
冷戰,冷战,7,16,9199,18511,3680,3826,119,92
冷靜,冷静,7,16,9199,11447,3680,4110,4176,2143
冷霜,冷霜,7,17,9199,395,3680,289,1,1
冷藏,冷藏,7,18,9199,7826,3680,3243,73,49
冷顫,冷颤,7,22,9199,464,3680,345,N/A,N/A
冷艷,冷艳,7,24,9199,663,3680,453,4,3
判刑,判刑,7,6,5960,2801,2391,1233,88,77
判決,判决,7,7,5960,22798,2391,5405,600,320
判官,判官,7,8,5960,21405,2391,3496,11,10
判定,判定,7,8,5960,81657,2391,6219,94,79
判案,判案,7,10,5960,23014,2391,3954,1,1
判處,判处,7,11,5960,28742,2391,5835,88,75
判詞,判词,7,12,5960,7178,2391,2902,N/A,N/A
判罪,判罪,7,13,5960,14242,2391,3557,23,22
判斷,判断,7,18,5960,9088,2391,3966,858,679
