Character-1,Character-2,Word_Trad,Word_Sim,Stroke-1,Stroke-2,C&B-Subtitle-raw-C1,C&B-Subtitle-raw-C2,C&B-Subtitle-CD-C1,C&B-Subtitle-CD-C2,C&B-Subtitle-raw-W,C&B-Subtitle-CD-W
一,刀,一刀,一刀,1,2,604056.0,4999.0,6240.0,1946.0,,
一,口,一口,一口,1,3,604056.0,21385.0,6240.0,5406.0,,
一,分,一分,一分,1,4,604056.0,48396.0,6240.0,6077.0,952.0,675.0
一,切,一切,一切,1,4,604056.0,28202.0,6240.0,5640.0,21709.0,5326.0
一,心,一心,一心,1,4,604056.0,83418.0,6240.0,6225.0,137.0,128.0
一,手,一手,一手,1,4,604056.0,75608.0,6240.0,6186.0,107.0,97.0
一,斤,一斤,一斤,1,4,604056.0,369.0,6240.0,226.0,,
一,半,一半,一半,1,5,604056.0,10910.0,6240.0,4341.0,2633.0,1673.0
一,旦,一旦,一旦,1,5,604056.0,3661.0,6240.0,2154.0,2922.0,1939.0
一,生,一生,一生,1,5,604056.0,162725.0,6240.0,6237.0,2437.0,1650.0
一,共,一共,一共,1,6,604056.0,7769.0,6240.0,3605.0,507.0,429.0
一,再,一再,一再,1,6,604056.0,78039.0,6240.0,6230.0,68.0,61.0
一,同,一同,一同,1,6,604056.0,42995.0,6240.0,6029.0,276.0,229.0
一,向,一向,一向,1,6,604056.0,24596.0,6240.0,5538.0,510.0,440.0
一,早,一早,一早,1,6,604056.0,26160.0,6240.0,5670.0,326.0,295.0
一,些,一些,一些,1,8,604056.0,113122.0,6240.0,6229.0,17133.0,4907.0
一,并,一併,一并,1,8,604056.0,26283.0,6240.0,5393.0,27.0,27.0
一,来,一來,一来,1,8,604056.0,377902.0,6240.0,6242.0,162.0,149.0
一,味,一味,一味,1,8,604056.0,11803.0,6240.0,4466.0,10.0,10.0
一,定,一定,一定,1,8,604056.0,81657.0,6240.0,6219.0,20273.0,5274.0
一,直,一直,一直,1,8,604056.0,46163.0,6240.0,6143.0,24551.0,5731.0
一,则,一則,一则,1,9,604056.0,8312.0,6240.0,3735.0,8.0,8.0
一,度,一度,一度,1,9,604056.0,17384.0,6240.0,5042.0,80.0,76.0
一,律,一律,一律,1,9,604056.0,12028.0,6240.0,3042.0,31.0,29.0
一,流,一流,一流,1,9,604056.0,11946.0,6240.0,4331.0,346.0,271.0
一,致,一致,一致,1,10,604056.0,6199.0,6240.0,3135.0,1087.0,826.0
一,面,一面,一面,1,9,604056.0,67015.0,6240.0,6200.0,887.0,663.0
一,旁,一旁,一旁,1,10,604056.0,3900.0,6240.0,2429.0,129.0,121.0
一,时,一時,一时,1,10,604056.0,162611.0,6240.0,6240.0,583.0,510.0
一,般,一般,一般,1,10,604056.0,4611.0,6240.0,2632.0,2586.0,1788.0
一,起,一起,一起,1,10,604056.0,127575.0,6240.0,6238.0,32889.0,5873.0
一,阵,一陣,一阵,1,10,604056.0,2429.0,6240.0,1564.0,499.0,431.0
一,带,一帶,一带,1,11,604056.0,45283.0,6240.0,6062.0,172.0,150.0
一,贯,一貫,一贯,1,11,604056.0,486.0,6240.0,408.0,163.0,150.0
一,块,一塊,一块,1,13,604056.0,11381.0,6240.0,3795.0,233.0,194.0
一,会,一會,一会,1,13,604056.0,321488.0,6240.0,6242.0,1013.0,784.0
一,概,一概,一概,1,13,604056.0,5532.0,6240.0,2937.0,17.0,17.0
一,经,一經,一经,1,13,604056.0,80207.0,6240.0,6214.0,16.0,15.0
一,路,一路,一路,1,13,604056.0,23462.0,6240.0,5258.0,1001.0,721.0
一,道,一道,一道,1,13,604056.0,230531.0,6240.0,6241.0,64.0,55.0
一,齐,一齊,一齐,1,14,604056.0,1671.0,6240.0,945.0,44.0,26.0
一,样,一樣,一样,1,15,604056.0,161409.0,6240.0,6237.0,28861.0,5906.0
一,点,一點,一点,1,17,604056.0,128025.0,6240.0,6237.0,20342.0,5326.0
一,边,一邊,一边,1,19,604056.0,30972.0,6240.0,5769.0,2594.0,1638.0
一,体,一體,一体,1,23,604056.0,26590.0,6240.0,5453.0,126.0,109.0
丁,级,丁級,丁级,2,10,3640.0,9893.0,1389.0,3733.0,,
七,夕,七夕,七夕,2,3,4094.0,474.0,2179.0,335.0,,
七,彩,七彩,七彩,2,11,4094.0,5381.0,2179.0,2196.0,4.0,4.0
乃,至,乃至,乃至,2,6,566.0,18394.0,209.0,5381.0,21.0,21.0
了,却,了卻,了却,2,9,993990.0,13707.0,6243.0,4636.0,9.0,9.0
了,得,了得,了得,2,11,993990.0,208054.0,6243.0,6239.0,14.0,14.0
了,结,了結,了结,2,12,993990.0,32979.0,6243.0,5870.0,475.0,381.0
了,解,了解,了解,2,13,993990.0,36622.0,6243.0,5912.0,10127.0,4076.0
了,断,了斷,了断,2,18,993990.0,9088.0,6243.0,3966.0,126.0,114.0
二,手,二手,二手,2,4,16814.0,75608.0,4904.0,6186.0,89.0,78.0
二,叔,二叔,二叔,2,8,16814.0,5419.0,4904.0,1102.0,,
二,姑,二姑,二姑,2,8,16814.0,5640.0,4904.0,2143.0,,
二,胡,二胡,二胡,2,9,16814.0,5787.0,4904.0,2648.0,,
二,等,二等,二等,2,12,16814.0,71184.0,4904.0,6178.0,63.0,40.0
二,楼,二樓,二楼,2,15,16814.0,9176.0,4904.0,3251.0,,
人,力,人力,人力,2,2,373292.0,44859.0,6240.0,6009.0,168.0,138.0
人,口,人口,人口,2,3,373292.0,21385.0,6240.0,5406.0,555.0,400.0
人,士,人士,人士,2,3,373292.0,31972.0,6240.0,5218.0,592.0,492.0
人,工,人工,人工,2,3,373292.0,44548.0,6240.0,5692.0,204.0,163.0
人,才,人才,人才,2,3,373292.0,46044.0,6240.0,6153.0,443.0,375.0
人,手,人手,人手,2,4,373292.0,75608.0,6240.0,6186.0,162.0,145.0
人,文,人文,人文,2,4,373292.0,14196.0,6240.0,3743.0,12.0,7.0
人,世,人世,人世,2,5,373292.0,21566.0,6240.0,5168.0,125.0,111.0
人,奶,人奶,人奶,2,5,373292.0,8037.0,6240.0,2250.0,,
人,民,人民,人民,2,5,373292.0,9468.0,6240.0,2882.0,1661.0,713.0
人,生,人生,人生,2,5,373292.0,162725.0,6240.0,6237.0,2852.0,1640.0
人,名,人名,人名,2,6,373292.0,43229.0,6240.0,5995.0,28.0,28.0
人,次,人次,人次,2,6,373292.0,58108.0,6240.0,6183.0,3.0,3.0
人,身,人身,人身,2,7,373292.0,38760.0,6240.0,6010.0,189.0,150.0
人,事,人事,人事,2,8,373292.0,179716.0,6240.0,6237.0,112.0,95.0
人,命,人命,人命,2,8,373292.0,25014.0,6240.0,5227.0,178.0,144.0
人,性,人性,人性,2,8,373292.0,28102.0,6240.0,5317.0,373.0,297.0
人,物,人物,人物,2,8,373292.0,30079.0,6240.0,5603.0,2014.0,1378.0
人,品,人品,人品,2,9,373292.0,14318.0,6240.0,4239.0,64.0,51.0
人,流,人流,人流,2,9,373292.0,11946.0,6240.0,4331.0,32.0,24.0
人,为,人為,人为,2,9,373292.0,249231.0,6240.0,6241.0,80.0,72.0
人,们,人們,人们,2,10,373292.0,701754.0,6240.0,6243.0,7990.0,3470.0
人,员,人員,人员,2,10,373292.0,29907.0,6240.0,5177.0,2781.0,1563.0
人,家,人家,人家,2,10,373292.0,112387.0,6240.0,6236.0,1027.0,737.0
人,格,人格,人格,2,10,373292.0,19477.0,6240.0,4252.0,362.0,234.0
人,马,人馬,人马,2,10,373292.0,34892.0,6240.0,5560.0,129.0,100.0
人,参,人參,人参,2,11,373292.0,13574.0,6240.0,4169.0,30.0,21.0
人,情,人情,人情,2,11,373292.0,69279.0,6240.0,6178.0,207.0,183.0
人,造,人造,人造,2,11,373292.0,11461.0,6240.0,4064.0,186.0,149.0
人,间,人間,人间,2,12,373292.0,60047.0,6240.0,6174.0,350.0,280.0
人,猿,人猿,人猿,2,13,373292.0,188.0,6240.0,94.0,26.0,19.0
人,瑞,人瑞,人瑞,2,13,373292.0,7937.0,6240.0,1207.0,,
人,群,人群,人群,2,13,373292.0,4880.0,6240.0,2586.0,622.0,477.0
人,道,人道,人道,2,13,373292.0,230531.0,6240.0,6241.0,86.0,69.0
人,种,人種,人种,2,14,373292.0,42396.0,6240.0,6034.0,84.0,68.0
人,称,人稱,人称,2,14,373292.0,6188.0,6240.0,3222.0,41.0,40.0
人,际,人際,人际,2,14,373292.0,7355.0,6240.0,3334.0,29.0,26.0
人,影,人影,人影,2,15,373292.0,16924.0,6240.0,4515.0,56.0,51.0
人,数,人數,人数,2,15,373292.0,14754.0,6240.0,4620.0,448.0,333.0
人,潮,人潮,人潮,2,15,373292.0,1485.0,6240.0,927.0,,
人,缘,人緣,人缘,2,15,373292.0,1650.0,6240.0,1188.0,51.0,45.0
人,质,人質,人质,2,15,373292.0,5831.0,6240.0,2698.0,1014.0,313.0
人,选,人選,人选,2,16,373292.0,25419.0,6240.0,4902.0,609.0,477.0
人,证,人證,人证,2,19,373292.0,30165.0,6240.0,5358.0,19.0,16.0
人,类,人類,人类,2,19,373292.0,11326.0,6240.0,3929.0,3857.0,1372.0
人,权,人權,人权,2,22,373292.0,10283.0,6240.0,3515.0,166.0,115.0
人,体,人體,人体,2,23,373292.0,26590.0,6240.0,5453.0,484.0,348.0
入,口,入口,入口,2,3,24269.0,21385.0,5410.0,5406.0,528.0,378.0
入,手,入手,入手,2,4,24269.0,75608.0,5410.0,6186.0,104.0,98.0
入,世,入世,入世,2,5,24269.0,21566.0,5410.0,5168.0,8.0,6.0
入,主,入主,入主,2,5,24269.0,28628.0,5410.0,5684.0,23.0,22.0
入,冬,入冬,入冬,2,5,24269.0,1099.0,5410.0,567.0,2.0,2.0
入,伍,入伍,入伍,2,6,24269.0,3454.0,5410.0,1102.0,116.0,82.0
入,伙,入伙,入伙,2,6,24269.0,37637.0,5410.0,5529.0,149.0,107.0
入,定,入定,入定,2,8,24269.0,81657.0,5410.0,6219.0,9.0,4.0
入,股,入股,入股,2,8,24269.0,5724.0,5410.0,2489.0,8.0,8.0
入,门,入門,入门,2,8,24269.0,25908.0,5410.0,5498.0,48.0,46.0
入,侵,入侵,入侵,2,9,24269.0,2205.0,5410.0,1219.0,674.0,408.0
入,城,入城,入城,2,9,24269.0,10406.0,5410.0,3482.0,,
入,流,入流,入流,2,9,24269.0,11946.0,5410.0,4331.0,,
入,席,入席,入席,2,10,24269.0,3105.0,5410.0,1623.0,18.0,17.0
入,座,入座,入座,2,10,24269.0,5753.0,5410.0,2733.0,34.0,33.0
入,时,入時,入时,2,10,24269.0,162611.0,5410.0,6240.0,7.0,7.0
入,神,入神,入神,2,10,24269.0,22077.0,5410.0,5048.0,10.0,10.0
入,迷,入迷,入迷,2,10,24269.0,8172.0,5410.0,3516.0,32.0,31.0
入,院,入院,入院,2,10,24269.0,13564.0,5410.0,3799.0,87.0,68.0
入,眼,入眼,入眼,2,11,24269.0,19247.0,5410.0,5237.0,2.0,2.0
入,围,入圍,入围,2,12,24269.0,5906.0,5410.0,3199.0,48.0,35.0
入,场,入場,入场,2,12,24269.0,34746.0,5410.0,5695.0,104.0,87.0
入,会,入會,入会,2,13,24269.0,321488.0,5410.0,6242.0,60.0,31.0
入,境,入境,入境,2,14,24269.0,4514.0,5410.0,2534.0,89.0,66.0
入,狱,入獄,入狱,2,14,24269.0,8440.0,5410.0,2651.0,246.0,193.0
入,睡,入睡,入睡,2,14,24269.0,14599.0,5410.0,4239.0,238.0,201.0
入,账,入賬,入账,2,15,24269.0,1953.0,5410.0,1062.0,13.0,13.0
入,学,入學,入学,2,16,24269.0,41964.0,5410.0,5516.0,150.0,116.0
入,选,入選,入选,2,16,24269.0,25419.0,5410.0,4902.0,122.0,79.0
入,殓,入殮,入殓,2,17,24269.0,7.0,5410.0,5.0,2.0,1.0
入,营,入營,入营,2,17,24269.0,4472.0,5410.0,1997.0,,
入,声,入聲,入声,2,17,24269.0,18258.0,5410.0,5058.0,,
入,籍,入籍,入籍,2,20,24269.0,357.0,5410.0,286.0,8.0,6.0
入,党,入黨,入党,2,20,24269.0,1985.0,5410.0,725.0,,
八,字,八字,八字,2,6,6222.0,22743.0,2982.0,5345.0,17.0,15.0
八,成,八成,八成,2,6,6222.0,61348.0,2982.0,6175.0,6.0,6.0
八,卦,八卦,八卦,2,8,6222.0,512.0,2982.0,283.0,468.0,248.0
刀,刃,刀刃,刀刃,2,3,4999.0,265.0,1946.0,195.0,64.0,52.0
刀,叉,刀叉,刀叉,2,3,4999.0,906.0,1946.0,669.0,25.0,23.0
刀,口,刀口,刀口,2,3,4999.0,21385.0,1946.0,5406.0,24.0,24.0
刀,子,刀子,刀子,2,3,4999.0,177693.0,1946.0,6239.0,351.0,227.0
刀,片,刀片,刀片,2,4,4999.0,21431.0,1946.0,4899.0,78.0,53.0
刀,尖,刀尖,刀尖,2,6,4999.0,2358.0,1946.0,1415.0,15.0,9.0
刀,具,刀具,刀具,2,8,4999.0,8138.0,1946.0,3540.0,30.0,23.0
刀,柄,刀柄,刀柄,2,9,4999.0,536.0,1946.0,387.0,29.0,19.0
刀,疤,刀疤,刀疤,2,9,4999.0,689.0,1946.0,435.0,,
刀,背,刀背,刀背,2,9,4999.0,7930.0,1946.0,3635.0,2.0,2.0
刀,面,刀面,刀面,2,9,4999.0,67015.0,1946.0,6200.0,,
刀,痕,刀痕,刀痕,2,11,4999.0,2316.0,1946.0,1200.0,3.0,3.0
刀,伤,刀傷,刀伤,2,13,4999.0,22147.0,1946.0,5229.0,64.0,54.0
刀,枪,刀槍,刀枪,2,14,4999.0,21732.0,1946.0,3354.0,12.0,11.0
刀,剑,刀劍,刀剑,2,15,4999.0,1538.0,1946.0,476.0,6.0,5.0
刀,锋,刀鋒,刀锋,2,15,4999.0,838.0,1946.0,523.0,110.0,37.0
刁,民,刁民,刁民,2,5,77.0,9468.0,65.0,2882.0,2.0,2.0
刁,难,刁難,刁难,2,19,77.0,31433.0,65.0,5936.0,39.0,35.0
刁,蛮,刁蠻,刁蛮,2,25,77.0,1188.0,65.0,808.0,,
刁,钻,刁鑽,刁钻,2,27,77.0,2373.0,65.0,949.0,9.0,9.0
力,求,力求,力求,2,7,44859.0,22773.0,6009.0,5312.0,29.0,23.0
力,度,力度,力度,2,9,44859.0,17384.0,6009.0,5042.0,88.0,70.0
力,气,力氣,力气,2,10,44859.0,28334.0,6009.0,5724.0,532.0,450.0
力,量,力量,力量,2,12,44859.0,12973.0,6009.0,4411.0,3150.0,1588.0
力,学,力學,力学,2,16,44859.0,41964.0,6009.0,5516.0,9.0,8.0
力,战,力戰,力战,2,16,44859.0,18511.0,6009.0,3826.0,3.0,3.0
力,荐,力薦,力荐,2,17,44859.0,763.0,6009.0,557.0,,
力,劝,力勸,力劝,2,20,44859.0,871.0,6009.0,661.0,,
匕,首,匕首,匕首,2,9,131.0,12927.0,82.0,4153.0,131.0,82.0
十,分,十分,十分,2,4,14731.0,48396.0,4176.0,6077.0,1900.0,1158.0
十,字,十字,十字,2,6,14731.0,22743.0,4176.0,5345.0,152.0,101.0
十,成,十成,十成,2,6,14731.0,61348.0,4176.0,6175.0,,
十,足,十足,十足,2,7,14731.0,8917.0,4176.0,4092.0,388.0,329.0
十,岁,十歲,十岁,2,13,14731.0,12744.0,4176.0,4106.0,,
十,诫,十誡,十诫,2,14,14731.0,159.0,4176.0,123.0,,
卜,卦,卜卦,卜卦,2,8,662.0,512.0,341.0,283.0,,
丈,夫,丈夫,丈夫,3,4,6238.0,23767.0,2281.0,4537.0,6115.0,2216.0
三,思,三思,三思,3,9,26275.0,34855.0,5491.0,5940.0,2.0,2.0
上,山,上山,上山,3,3,236451.0,8779.0,6240.0,2648.0,74.0,51.0
上,升,上升,上升,3,4,236451.0,4362.0,6240.0,2162.0,446.0,364.0
上,午,上午,上午,3,4,236451.0,8167.0,6240.0,3507.0,595.0,441.0
上,天,上天,上天,3,4,236451.0,127053.0,6240.0,6234.0,131.0,125.0
上,心,上心,上心,3,4,236451.0,83418.0,6240.0,6225.0,35.0,32.0
上,手,上手,上手,3,4,236451.0,75608.0,6240.0,6186.0,59.0,51.0
上,方,上方,上方,3,4,236451.0,52743.0,6240.0,6142.0,161.0,136.0
上,去,上去,上去,3,5,236451.0,232346.0,6240.0,6241.0,1973.0,1396.0
上,台,上台,上台,3,5,236451.0,13404.0,6240.0,3697.0,493.0,289.0
上,司,上司,上司,3,5,236451.0,15818.0,6240.0,3838.0,661.0,432.0
上,市,上市,上市,3,5,236451.0,10453.0,6240.0,3571.0,120.0,93.0
上,任,上任,上任,3,6,236451.0,34349.0,6240.0,5769.0,89.0,75.0
上,吊,上吊,上吊,3,6,236451.0,1272.0,6240.0,822.0,123.0,92.0
上,旬,上旬,上旬,3,6,236451.0,46.0,6240.0,39.0,1.0,1.0
上,次,上次,上次,3,6,236451.0,58108.0,6240.0,6183.0,1672.0,1309.0
上,色,上色,上色,3,6,236451.0,21624.0,6240.0,5086.0,30.0,25.0
上,衣,上衣,上衣,3,6,236451.0,14941.0,6240.0,4375.0,373.0,251.0
上,床,上床,上床,3,7,236451.0,8706.0,6240.0,3350.0,,
上,身,上身,上身,3,7,236451.0,38760.0,6240.0,6010.0,165.0,134.0
上,车,上車,上车,3,7,236451.0,55587.0,6240.0,5469.0,557.0,431.0
上,京,上京,上京,3,8,236451.0,1329.0,6240.0,392.0,,
上,来,上來,上来,3,8,236451.0,377902.0,6240.0,6242.0,522.0,460.0
上,周,上周,上周,3,8,236451.0,21092.0,6240.0,4996.0,1552.0,895.0
上,岸,上岸,上岸,3,8,236451.0,1693.0,6240.0,881.0,51.0,40.0
上,升,上昇,上升,3,8,236451.0,4362.0,6240.0,2162.0,446.0,364.0
上,空,上空,上空,3,8,236451.0,15517.0,6240.0,4618.0,178.0,139.0
上,门,上門,上门,3,8,236451.0,25908.0,6240.0,5498.0,440.0,381.0
上,前,上前,上前,3,9,236451.0,75236.0,6240.0,6219.0,103.0,87.0
上,品,上品,上品,3,9,236451.0,14318.0,6240.0,4239.0,7.0,7.0
上,帝,上帝,上帝,3,9,236451.0,15988.0,6240.0,3864.0,14605.0,3685.0
上,映,上映,上映,3,9,236451.0,931.0,6240.0,600.0,134.0,115.0
上,流,上流,上流,3,9,236451.0,11946.0,6240.0,4331.0,105.0,93.0
上,述,上述,上述,3,9,236451.0,2432.0,6240.0,1521.0,52.0,46.0
上,限,上限,上限,3,9,236451.0,3137.0,6240.0,1969.0,39.0,30.0
上,面,上面,上面,3,9,236451.0,67015.0,6240.0,6200.0,5363.0,2941.0
上,风,上風,上风,3,9,236451.0,13301.0,6240.0,4400.0,62.0,57.0
上,香,上香,上香,3,9,236451.0,5724.0,6240.0,2395.0,,
上,乘,上乘,上乘,3,10,236451.0,2310.0,6240.0,1157.0,16.0,16.0
上,校,上校,上校,3,10,236451.0,13122.0,6240.0,3100.0,1395.0,345.0
上,班,上班,上班,3,10,236451.0,11120.0,6240.0,3608.0,2221.0,1372.0
上,级,上級,上级,3,10,236451.0,9893.0,6240.0,3733.0,265.0,208.0
上,阵,上陣,上阵,3,10,236451.0,2429.0,6240.0,1564.0,71.0,69.0
上,将,上將,上将,3,11,236451.0,30460.0,6240.0,5177.0,178.0,56.0
上,尉,上尉,上尉,3,11,236451.0,2212.0,6240.0,480.0,1175.0,266.0
上,船,上船,上船,3,11,236451.0,9979.0,6240.0,1838.0,,
上,报,上報,上报,3,12,236451.0,21904.0,6240.0,4965.0,148.0,117.0
上,场,上場,上场,3,12,236451.0,34746.0,6240.0,5695.0,648.0,372.0
上,扬,上揚,上扬,3,12,236451.0,1414.0,6240.0,918.0,13.0,12.0
上,朝,上朝,上朝,3,12,236451.0,3629.0,6240.0,1990.0,4.0,3.0
上,款,上款,上款,3,12,236451.0,3486.0,6240.0,1729.0,1.0,1.0
上,游,上游,上游,3,12,236451.0,12371.0,6240.0,3874.0,69.0,56.0
上,等,上等,上等,3,12,236451.0,71184.0,6240.0,6178.0,110.0,98.0
上,策,上策,上策,3,12,236451.0,2376.0,6240.0,1471.0,26.0,26.0
上,街,上街,上街,3,12,236451.0,8599.0,6240.0,3113.0,113.0,94.0
上,诉,上訴,上诉,3,12,236451.0,65753.0,6240.0,6150.0,310.0,180.0
上,进,上進,上进,3,12,236451.0,55676.0,6240.0,6142.0,30.0,28.0
上,集,上集,上集,3,12,236451.0,11403.0,6240.0,5004.0,59.0,59.0
上,当,上當,上当,3,13,236451.0,80228.0,6240.0,6220.0,139.0,124.0
上,路,上路,上路,3,13,236451.0,23462.0,6240.0,5258.0,287.0,247.0
上,榜,上榜,上榜,3,14,236451.0,591.0,6240.0,445.0,,
上,演,上演,上演,3,14,236451.0,23373.0,6240.0,3897.0,403.0,337.0
上,涨,上漲,上涨,3,14,236451.0,519.0,6240.0,400.0,64.0,49.0
上,宾,上賓,上宾,3,14,236451.0,2536.0,6240.0,1178.0,7.0,7.0
上,层,上層,上层,3,15,236451.0,3807.0,6240.0,1932.0,129.0,111.0
上,楼,上樓,上楼,3,15,236451.0,9176.0,6240.0,3251.0,237.0,200.0
上,课,上課,上课,3,15,236451.0,5285.0,6240.0,2073.0,815.0,536.0
上,学,上學,上学,3,16,236451.0,41964.0,6240.0,5516.0,1241.0,842.0
上,头,上頭,上头,3,16,236451.0,49069.0,6240.0,6092.0,200.0,178.0
上,联,上聯,上联,3,17,236451.0,14117.0,6240.0,4013.0,,
上,锁,上鎖,上锁,3,18,236451.0,4940.0,6240.0,2372.0,,
上,颚,上顎,上颚,3,18,236451.0,106.0,6240.0,70.0,12.0,11.0
上,边,上邊,上边,3,19,236451.0,30972.0,6240.0,5769.0,110.0,92.0
上,瘾,上癮,上瘾,3,22,236451.0,1372.0,6240.0,766.0,315.0,223.0
下,人,下人,下人,3,2,153565.0,373292.0,6239.0,6240.0,13.0,12.0
下,凡,下凡,下凡,3,3,153565.0,1875.0,6239.0,1077.0,28.0,22.0
下,山,下山,下山,3,3,153565.0,8779.0,6239.0,2648.0,33.0,27.0
下,工,下工,下工,3,3,153565.0,44548.0,6239.0,5692.0,2.0,2.0
下,午,下午,下午,3,4,153565.0,8167.0,6239.0,3507.0,2928.0,1826.0
下,巴,下巴,下巴,3,4,153565.0,14445.0,6239.0,3278.0,392.0,292.0
下,手,下手,下手,3,4,153565.0,75608.0,6239.0,6186.0,679.0,518.0
下,文,下文,下文,3,4,153565.0,14196.0,6239.0,3743.0,18.0,18.0
下,方,下方,下方,3,4,153565.0,52743.0,6239.0,6142.0,106.0,94.0
下,水,下水,下水,3,4,153565.0,21793.0,6239.0,5083.0,108.0,91.0
下,令,下令,下令,3,5,153565.0,12327.0,6239.0,3942.0,291.0,213.0
下,册,下冊,下册,3,5,153565.0,1372.0,6239.0,916.0,,
下,去,下去,下去,3,5,153565.0,232346.0,6239.0,6241.0,7767.0,3564.0
下,台,下台,下台,3,5,153565.0,13404.0,6239.0,3697.0,112.0,99.0
下,列,下列,下列,3,6,153565.0,4646.0,6239.0,2129.0,21.0,21.0
下,旬,下旬,下旬,3,6,153565.0,46.0,6239.0,39.0,5.0,4.0
下,次,下次,下次,3,6,153565.0,58108.0,6239.0,6183.0,2248.0,1644.0
下,床,下床,下床,3,7,153565.0,8706.0,6239.0,3350.0,,
下,身,下身,下身,3,7,153565.0,38760.0,6239.0,6010.0,63.0,58.0
下,车,下車,下车,3,7,153565.0,55587.0,6239.0,5469.0,257.0,214.0
下,来,下來,下来,3,8,153565.0,377902.0,6239.0,6242.0,12748.0,4708.0
下,周,下周,下周,3,8,153565.0,21092.0,6239.0,4996.0,,
下,坡,下坡,下坡,3,8,153565.0,510.0,6239.0,331.0,28.0,26.0
下,放,下放,下放,3,8,153565.0,46528.0,6239.0,6122.0,22.0,22.0
下,注,下注,下注,3,8,153565.0,15259.0,6239.0,4984.0,,
下,肢,下肢,下肢,3,8,153565.0,615.0,6239.0,429.0,26.0,26.0
下,雨,下雨,下雨,3,8,153565.0,3189.0,6239.0,1432.0,250.0,195.0
下,品,下品,下品,3,9,153565.0,14318.0,6239.0,4239.0,1.0,1.0
下,垂,下垂,下垂,3,9,153565.0,668.0,6239.0,534.0,64.0,55.0
下,流,下流,下流,3,9,153565.0,11946.0,6239.0,4331.0,161.0,126.0
下,述,下述,下述,3,9,153565.0,2432.0,6239.0,1521.0,,
下,降,下降,下降,3,9,153565.0,4045.0,6239.0,2009.0,538.0,392.0
下,限,下限,下限,3,9,153565.0,3137.0,6239.0,1969.0,2.0,2.0
下,面,下面,下面,3,9,153565.0,67015.0,6239.0,6200.0,3771.0,2234.0
下,风,下風,下风,3,9,153565.0,13301.0,6239.0,4400.0,26.0,25.0
下,唇,下唇,下唇,3,10,153565.0,1212.0,6239.0,706.0,,
下,挫,下挫,下挫,3,10,153565.0,387.0,6239.0,331.0,2.0,2.0
下,海,下海,下海,3,10,153565.0,16404.0,6239.0,3720.0,31.0,31.0
下,班,下班,下班,3,10,153565.0,11120.0,6239.0,3608.0,830.0,664.0
下,级,下級,下级,3,10,153565.0,9893.0,6239.0,3733.0,29.0,20.0
下,岗,下崗,下岗,3,11,153565.0,607.0,6239.0,375.0,32.0,23.0
下,货,下貨,下货,3,11,153565.0,5929.0,6239.0,2493.0,,
下,陷,下陷,下陷,3,11,153565.0,3142.0,6239.0,1934.0,4.0,4.0
下,雪,下雪,下雪,3,11,153565.0,3731.0,6239.0,1444.0,171.0,124.0
下,场,下場,下场,3,12,153565.0,34746.0,6239.0,5695.0,311.0,285.0
下,棋,下棋,下棋,3,12,153565.0,665.0,6239.0,320.0,96.0,62.0
下,款,下款,下款,3,12,153565.0,3486.0,6239.0,1729.0,,
下,游,下游,下游,3,12,153565.0,12371.0,6239.0,3874.0,37.0,26.0
下,笔,下筆,下笔,3,12,153565.0,5687.0,6239.0,2641.0,5.0,5.0
下,等,下等,下等,3,12,153565.0,71184.0,6239.0,6178.0,27.0,25.0
下,策,下策,下策,3,12,153565.0,2376.0,6239.0,1471.0,11.0,11.0
下,跌,下跌,下跌,3,12,153565.0,634.0,6239.0,457.0,39.0,32.0
下,乡,下鄉,下乡,3,12,153565.0,2509.0,6239.0,1305.0,2.0,2.0
下,集,下集,下集,3,12,153565.0,11403.0,6239.0,5004.0,134.0,119.0
下,嫁,下嫁,下嫁,3,13,153565.0,2163.0,6239.0,1182.0,,
下,滑,下滑,下滑,3,13,153565.0,3523.0,6239.0,1700.0,103.0,82.0
下,落,下落,下落,3,13,153565.0,10041.0,6239.0,3666.0,371.0,291.0
下,葬,下葬,下葬,3,13,153565.0,1988.0,6239.0,1028.0,86.0,76.0
下,跪,下跪,下跪,3,13,153565.0,783.0,6239.0,505.0,48.0,44.0
下,榻,下榻,下榻,3,14,153565.0,31.0,6239.0,25.0,10.0,9.0
下,狱,下獄,下狱,3,14,153565.0,8440.0,6239.0,2651.0,1.0,1.0
下,层,下層,下层,3,15,153565.0,3807.0,6239.0,1932.0,48.0,44.0
下,厨,下廚,下厨,3,15,153565.0,2898.0,6239.0,1422.0,48.0,43.0
下,楼,下樓,下楼,3,15,153565.0,9176.0,6239.0,3251.0,,
下,课,下課,下课,3,15,153565.0,5285.0,6239.0,2073.0,116.0,95.0
下,贱,下賤,下贱,3,15,153565.0,1848.0,6239.0,1034.0,78.0,68.0
下,联,下聯,下联,3,17,153565.0,14117.0,6239.0,4013.0,,
下,锅,下鍋,下锅,3,17,153565.0,682.0,6239.0,467.0,,
下,颚,下顎,下颚,3,18,153565.0,106.0,6239.0,70.0,73.0,55.0
下,属,下屬,下属,3,21,153565.0,5358.0,6239.0,2835.0,129.0,107.0
下,体,下體,下体,3,23,153565.0,26590.0,6239.0,5453.0,45.0,37.0
丫,头,丫頭,丫头,3,16,507.0,49069.0,327.0,6092.0,311.0,196.0
