Character,CHR/million,logCHR,logCHR-CD,HomoDensity,Num-Neighbors
沿,18.72,2.943,2.8129,14,220
悬,18.68,2.9419999999999997,2.8176,4,219
贫,18.64,2.9410000000000003,2.7243,4,220
腹,18.64,2.9410000000000003,2.7701,16,306
讽,18.62,2.9405,2.8432,4,305
劝,18.59,2.94,2.8202,2,306
裹,18.55,2.9389999999999996,2.7528,3,262
诡,18.53,2.9385,2.7903,4,261
抹,18.51,2.938,2.8306,1,262
噩,18.42,2.9360000000000004,2.7853,14,305
朴,18.4,2.9355,2.3483,9,220
稿,18.36,2.9345,2.6425,3,261
慧,18.32,2.9335,2.7731,15,306
雕,18.32,2.9335,2.6464,6,277
姬,18.3,2.9330000000000003,2.1875,22,278
蜡,18.27,2.9325,2.7177,6,304
苹,18.23,2.9315,2.6946,4,220
粹,18.23,2.9315,2.7451,9,304
雾,18.21,2.9309,2.7316,13,306
淫,18.1,2.9284,2.7101,6,220
浓,18.04,2.9269,2.7760000000000002,4,218
添,18.04,2.9269,2.8267,2,277
莲,18.0,2.9258,2.3424,7,219
兜,18.0,2.9258,2.7694,3,277
喘,17.98,2.9253,2.7903,2,262
鲨,17.98,2.9253,2.4082,8,278
唉,17.93,2.9243,2.6830000000000003,6,278
锋,17.89,2.9232,2.7185,9,277
隶,17.85,2.9222,2.6405,23,306
肝,17.78,2.9206,2.6385,7,276
仗,17.76,2.9201,2.7177,8,305
坎,17.72,2.9191,2.4886,6,261
扩,17.7,2.9186,2.8189,3,303
契,17.68,2.918,2.5832,13,306
沮,17.66,2.9175,2.7745,11,278
浑,17.63,2.917,2.7945,2,219
竭,17.63,2.917,2.8149,13,220
炎,17.61,2.9165,2.6981,14,220
疏,17.57,2.9154,2.7839,12,278
煮,17.53,2.9143,2.734,7,262
呈,17.53,2.9143,2.7868,11,220
盐,17.53,2.9143,2.6866,14,220
鄙,17.53,2.9143,2.8028,5,262
匪,17.51,2.9138,2.5798,6,262
煎,17.51,2.9138,2.7443,16,277
耗,17.44,2.9122,2.7731,8,304
鹿,17.38,2.9106,2.5888,13,305
仆,17.38,2.9106,2.6294,4,278
炼,17.36,2.9101,2.7419,7,305
晶,17.31,2.909,2.5821,14,277
衰,17.31,2.909,2.7497,2,277
掘,17.29,2.9085,2.6964,13,218
谜,17.12,2.9042,2.6919999999999997,8,220
捷,17.08,2.9031,2.6875,13,220
馅,17.08,2.9031,2.5977,12,306
瞄,17.06,2.9025,2.7016,3,220
赎,16.99,2.9009,2.6335,5,220
肾,16.95,2.8998,2.5647,5,306
毙,16.91,2.8987,2.7657,25,306
沾,16.87,2.8976,2.786,4,277
覆,16.78,2.8954,2.8075,16,306
烫,16.78,2.8954,2.699,2,306
侄,16.76,2.8949,2.6684,12,220
喽,16.74,2.8943,2.7332,3,219
跪,16.72,2.8938,2.7033,3,305
逝,16.67,2.8927,2.7627,29,306
江,16.65,2.8921,2.4928,8,277
繁,16.63,2.8915,2.7945,10,220
赠,16.61,2.891,2.6693,3,304
笼,16.59,2.8904,2.6981,8,217
川,16.59,2.8904,2.3324,3,278
湾,16.57,2.8899,2.6232,4,278
翼,16.52,2.8887,2.6222,37,306
筒,16.48,2.8876,2.721,9,220
丸,16.46,2.8871,2.6191,6,220
薯,16.46,2.8871,2.6964,9,262
悄,16.44,2.8865,2.5224,2,262
蜘,16.42,2.8859,2.3856,11,278
伞,16.4,2.8854,2.5428,2,261
妨,16.4,2.8854,2.8156,3,220
塌,16.4,2.8854,2.7168,7,277
铐,16.4,2.8854,2.6684,3,304
吼,16.37,2.8848,2.6972,1,261
扶,16.37,2.8848,2.7597,17,220
谨,16.35,2.8842,2.8028,6,261
抖,16.35,2.8842,2.7818,2,261
屈,16.33,2.8837,2.7388,10,277
枚,16.33,2.8837,2.6464,13,219
辨,16.31,2.8831,2.7738,7,305
荐,16.29,2.8825,2.7459,19,305
擎,16.27,2.8819999999999997,2.5441,3,220
均,16.23,2.8808,2.7723,5,276
飘,16.12,2.8779,2.6628,3,277
绅,16.1,2.8774,2.6893,10,278
侮,16.05,2.8762,2.7497,8,262
矛,16.05,2.8762,2.7482,5,219
摘,16.01,2.8751,2.7589,9,220
润,15.99,2.8745,2.7143,2,303
峰,15.97,2.8739,2.716,9,277
鸭,15.97,2.8739,2.5453,5,279
庞,15.95,2.8733,2.5391,3,219
贷,15.93,2.8727,2.6365,10,305
丛,15.88,2.8716,2.6675,3,218
饱,15.88,2.8716,2.7839,5,261
囊,15.86,2.8710000000000004,2.6893,1,217
剥,15.86,2.8710000000000004,2.7152,7,278
紫,15.82,2.8698,2.6785,6,261
氛,15.82,2.8698,2.7686,5,278
妄,15.8,2.8692,2.7709,4,305
漆,15.71,2.8669,2.6712,10,278
膏,15.67,2.8657,2.6493,9,277
虾,15.58,2.8633,2.5453,2,277
筋,15.54,2.8621,2.7686,9,277
慎,15.54,2.8621,2.7796,5,306
浅,15.54,2.8621,2.7251,4,262
眉,15.5,2.8609,2.7284,13,219
贪,15.5,2.8609,2.7482,5,278
勋,15.48,2.8603,2.4031,5,277
悠,15.41,2.8585,2.7597,6,278
夷,15.37,2.8573,2.5611,16,220
橱,15.35,2.8567,2.6946,6,220
兆,15.33,2.8561,2.6937,7,305
畏,15.31,2.8555,2.7226,13,306
枕,15.26,2.8543,2.6981,4,261
寂,15.26,2.8543,2.6937,19,220
鹅,15.18,2.8519,2.49,9,219
疚,15.18,2.8519,2.7443,11,305
缸,15.14,2.8506,2.658,7,277
陶,15.14,2.8506,2.4843,5,220
浆,15.11,2.85,2.5899,8,277
讼,15.05,2.8482,2.5729,5,305
穴,15.05,2.8482,2.5843,3,306
遮,15.03,2.8476,2.7218,2,278
瞬,15.03,2.8476,2.7275,2,304
玫,15.01,2.847,2.5911,13,219
捣,14.97,2.8457,2.7497,6,261
串,14.92,2.8445,2.7118,1,306
慕,14.9,2.8439,2.705,12,304
奎,14.88,2.8432,2.238,5,219
兼,14.86,2.8426,2.7474,16,277
赤,14.82,2.8414,2.6335,7,306
脂,14.82,2.8414,2.6314,11,278
歧,14.77,2.8401,2.6721,23,220
瑰,14.75,2.8395,2.5944,9,277
垮,14.73,2.8388,2.699,1,261
饶,14.73,2.8388,2.7143,2,219
疤,14.71,2.8382,2.6385,7,279
琪,14.67,2.8369999999999997,2.0792,23,220
篷,14.67,2.8369999999999997,2.5977,9,220
谣,14.62,2.8357,2.6665,9,220
猩,14.62,2.8357,2.2201,6,278
靴,14.62,2.8357,2.5353,2,278
涯,14.6,2.8351,2.7482,5,221
锅,14.56,2.8338,2.6693,2,278
桩,14.56,2.8338,2.6981,4,276
摊,14.52,2.8325,2.7372,5,278
钩,14.45,2.8306,2.673,3,277
苍,14.45,2.8306,2.6839,4,276
妖,14.45,2.8306,2.4843,8,278
寿,14.43,2.8299,2.6117,9,305
嘻,14.43,2.8299,2.1847,24,278
凑,14.41,2.8293,2.7474,1,303
缉,14.35,2.8274,2.6532,13,306
酬,14.33,2.8267,2.7016,6,220
碟,14.33,2.8267,2.6776,9,218
促,14.3,2.8261,2.7435,7,304
舔,14.28,2.8254,2.5717,2,261
畜,14.28,2.8254,2.6117,4,306
廷,14.26,2.8248,2.3819999999999997,4,219
垂,14.26,2.8248,2.7275,6,218
纱,14.26,2.8248,2.5024,8,278
悦,14.26,2.8248,2.7093,9,304
畅,14.26,2.8248,2.7185,2,306
循,14.24,2.8241,2.7076,8,219
烛,14.22,2.8235,2.6243,5,220
辅,14.22,2.8235,2.5587,11,262
览,14.2,2.8228,2.6464,5,261
堕,14.2,2.8228,2.6294,7,305
棋,14.2,2.8228,2.5051,23,220
贡,14.18,2.8222,2.6484,2,305
颠,14.18,2.8222,2.6848,4,277
券,14.15,2.8215,2.6117,2,306
艳,14.15,2.8215,2.6561,14,306
衷,14.13,2.8209,2.7459,6,277
卜,14.13,2.8209,2.5328,5,260
盲,14.13,2.8209,2.6435,5,217
膜,14.13,2.8209,2.6201,13,306
珀,14.11,2.8202,2.1761,5,306
藤,14.09,2.8195,2.4281,5,217
肮,14.05,2.8182,2.7007,3,276
嗓,14.05,2.8182,2.5185,2,261
斑,14.03,2.8176,2.5378,8,277
徽,13.88,2.8129,2.5575,6,278
稀,13.86,2.8122,2.716,24,278
综,13.81,2.8109,2.6180000000000003,5,277
嚷,13.81,2.8109,2.4942,2,260
劣,13.79,2.8102,2.7324,8,304
珊,13.73,2.8082,2.3263,12,277
跨,13.71,2.8075,2.7084,3,305
扁,13.68,2.8069,2.6375,2,261
妳,13.62,2.8048,1.415,3,261
携,13.6,2.8041,2.6821,24,278
痒,13.58,2.8035,2.5786,4,262
粒,13.58,2.8035,2.5729,23,306
呕,13.56,2.8028,2.6571,4,262
跌,13.54,2.8021,2.6599,9,218
坟,13.47,2.8,2.6064,2,220
御,13.45,2.7993,2.5821,42,276
贞,13.45,2.7993,2.3464,11,277
兮,13.41,2.798,2.4502,24,278
镑,13.39,2.7973,2.2967,7,305
恒,13.39,2.7973,2.6042,6,218
罕,13.39,2.7973,2.6180000000000003,2,261
狐,13.36,2.7966,2.4330000000000003,10,220
阅,13.34,2.7959,2.6866,9,304
腕,13.32,2.7952,2.6532,4,306
钞,13.26,2.7931,2.4955,3,277
镖,13.26,2.7931,2.5478,8,276
寒,13.24,2.7924,2.6712,5,219
敞,13.21,2.7917,2.6972,3,262
棵,13.15,2.7896,2.5763,11,278
啰,13.15,2.7896,2.4579,8,219
肢,13.13,2.7889,2.6325,11,278
匿,13.13,2.7889,2.6484,5,305
饥,13.07,2.7868,2.6532,22,278
薇,13.02,2.7853,2.1038,13,220
宅,13.02,2.7853,2.6444,2,219
棺,13.02,2.7853,2.4579,7,277
腺,13.0,2.7846,2.5786,12,306
岗,12.96,2.7832,2.574,7,277
呜,12.96,2.7832,2.4624,6,278
刊,12.89,2.781,2.5855,3,277
柴,12.83,2.7789,2.5977,3,218
橡,12.83,2.7789,2.5866,6,306
淇,12.83,2.7789,2.5599,23,220
盼,12.81,2.7782,2.6866,6,305
渣,12.81,2.7782,2.5999,3,278
阱,12.81,2.7782,2.6232,9,261
贿,12.79,2.7774,2.5611,15,306
捅,12.79,2.7774,2.6107,3,262
恤,12.77,2.7767,2.5944,11,305
棉,12.75,2.7760000000000002,2.5575,3,219
翅,12.75,2.7760000000000002,2.5843,7,306
迅,12.75,2.7760000000000002,2.6946,7,305
晒,12.7,2.7745,2.6107,1,303
贤,12.66,2.7731,2.1303,9,220
淹,12.66,2.7731,2.6085,5,278
龟,12.64,2.7723,2.4713,9,277
榜,12.62,2.7716,2.6484,4,261
喻,12.62,2.7716,2.6928,42,276
澳,12.57,2.7701,2.3856,4,305
泼,12.55,2.7694,2.6031,2,278
拟,12.55,2.7694,2.5843,3,261
椒,12.51,2.7679,2.5051,14,277
扳,12.51,2.7679,2.6484,8,277
舅,12.49,2.7672,2.0682,11,305
咨,12.47,2.7664,2.6085,13,277
歪,12.45,2.7657,2.5911,1,276
莓,12.45,2.7657,2.5403,13,219
躁,12.42,2.7649,2.6785,6,305
盆,12.4,2.7642,2.5988,1,218
蓄,12.4,2.7642,2.6693,11,305
慨,12.32,2.7612,2.6721,2,306
懦,12.3,2.7604,2.6191,4,304
碧,12.25,2.7589,2.2625,25,306
坑,12.25,2.7589,2.5465,2,275
颈,12.25,2.7589,2.5763,9,261
後,12.23,2.7582,1.4914,4,305
焰,12.19,2.7566,2.5092,14,306
鸽,12.1,2.7536,2.5024,8,278
乃,12.08,2.7528,2.3201,4,260
爪,12.02,2.7505,2.5391,3,261
钮,12.02,2.7505,2.5682,4,261
泣,12.02,2.7505,2.6107,13,306
熏,11.98,2.7489999999999997,2.5809,5,277
遣,11.98,2.7489999999999997,2.6325,4,262
祭,11.96,2.7482,2.4082,24,306
脊,11.96,2.7482,2.5705,6,262
趾,11.96,2.7482,2.5843,11,262
津,11.93,2.7474,2.3784,9,277
翘,11.91,2.7466,2.5669999999999997,6,220
翁,11.91,2.7466,2.6021,2,276
洒,11.89,2.7459,2.6464,1,261
稽,11.87,2.7451,2.6464,22,278
逆,11.87,2.7451,2.6385,5,305
柠,11.78,2.7419,2.5276,5,217
柱,11.76,2.7412,2.5866,10,306
滥,11.74,2.7404,2.6628,2,305
臀,11.72,2.7396,2.5378,5,219
皆,11.72,2.7396,2.6702,8,278
鸣,11.7,2.7388,2.5403,7,219
础,11.7,2.7388,2.6571,3,262
狸,11.68,2.738,2.2967,12,220
嘱,11.64,2.7364,2.4216,7,262
耽,11.64,2.7364,2.6646,3,277
弊,11.57,2.734,2.4683,25,306
蒸,11.55,2.7332,2.5198,9,277
锡,11.53,2.7324,2.1931,9,220
螺,11.53,2.7324,2.4518,8,219
柄,11.44,2.7292,2.5877,4,305
赴,11.42,2.7284,2.6345,16,306
浩,11.42,2.7284,2.1206,8,304
匠,11.42,2.7284,2.4609,5,305
宪,11.4,2.7275,2.3819999999999997,12,306
刹,11.38,2.7267,2.4928,8,278
凝,11.38,2.7267,2.5717,5,217
昆,11.36,2.7259,2.3201,4,277
哨,11.34,2.7251,2.549,4,306
炫,11.34,2.7251,2.6096,5,305
删,11.34,2.7251,2.525,12,277
棚,11.34,2.7251,2.5289,9,220
冈,11.23,2.721,2.3345,7,277
慷,11.23,2.721,2.6335,4,276
戚,11.19,2.7193,2.5966,10,278
殖,11.19,2.7193,2.5224,12,220
届,11.14,2.7177,2.5478,8,306
叨,11.12,2.7168,2.5717,5,278
睹,11.12,2.7168,2.6474,4,262
绘,11.1,2.716,2.5198,15,306
蚁,11.1,2.716,2.2765,8,262
涨,11.08,2.7152,2.6021,8,305
顽,11.06,2.7143,2.6335,6,220
盔,11.04,2.7135,2.4654,3,277
侍,10.99,2.7118,2.4594,29,306
厢,10.99,2.7118,2.5011,7,278
颁,10.99,2.7118,2.4564,8,277
匆,10.97,2.7110000000000003,2.5051,5,276
橙,10.95,2.7101,2.5159,11,220
卦,10.93,2.7093,2.4518,2,305
苗,10.91,2.7084,2.4249,3,220
捏,10.91,2.7084,2.5682,1,276
坡,10.89,2.7076,2.5198,2,278
剖,10.87,2.7067,2.4886,1,260
锤,10.87,2.7067,2.4265,6,218
拷,10.87,2.7067,2.5478,4,260
憎,10.87,2.7067,2.5899,5,276
丘,10.82,2.705,2.3711,5,277
丫,10.82,2.705,2.5145,5,279
芯,10.78,2.7033,2.2279,9,276
膛,10.72,2.7007,2.5038,12,220
豹,10.7,2.6998,2.4099,7,305
枝,10.67,2.699,2.5224,11,278
旺,10.63,2.6972,2.3909,4,305
蝶,10.59,2.6955,2.3997,9,218
酗,10.55,2.6937,2.5172,11,305
芒,10.48,2.6911,2.5211,5,217
募,10.48,2.6911,2.4742,12,304
噪,10.46,2.6902,2.5237,6,305
锻,10.46,2.6902,2.5599,5,305
辉,10.46,2.6902,2.5011,6,278
叮,10.46,2.6902,2.3874,4,277
巷,10.44,2.6893,2.5065,6,306
戳,10.42,2.6884,2.5024,1,276
狙,10.4,2.6875,2.2788,11,278
寡,10.4,2.6875,2.5465,2,261
贯,10.38,2.6866,2.6107,8,305
锯,10.38,2.6866,2.4183,15,306
狡,10.33,2.6848,2.6149,11,261
驴,10.31,2.6839,2.4362,2,219
嚼,10.31,2.6839,2.4955,13,218
癫,10.31,2.6839,2.3945,4,277
卵,10.29,2.6830000000000003,2.4048,1,260
熙,10.27,2.6821,1.8573,24,278
叹,10.25,2.6812,2.525,4,306
凤,10.2,2.6794,2.3404,4,305
潘,10.2,2.6794,2.2625,2,277
卸,10.16,2.6776,2.5933,14,306
唬,10.14,2.6767,2.5999,3,262
暑,10.14,2.6767,2.4472,9,262
癖,10.14,2.6767,2.4914,4,262
铲,10.12,2.6758,2.4814,4,260
夕,10.12,2.6758,2.525,6,306
梭,10.08,2.6739,2.3222,6,276
茫,10.06,2.673,2.5302,5,217
陋,10.03,2.6721,2.5809,3,305
掏,10.03,2.6721,2.5786,5,278
寞,10.03,2.6721,2.5237,13,306
纤,9.97,2.6693,2.4997,6,306
臣,9.97,2.6693,2.3464,8,218
冥,9.97,2.6693,2.3345,7,219
纷,9.95,2.6684,2.4757,5,278
嗑,9.95,2.6684,2.4314,6,306
蔽,9.95,2.6684,2.5527,25,306
俘,9.93,2.6675,2.3444,17,220
颤,9.91,2.6665,2.5378,9,305
轿,9.86,2.6646,2.5024,7,305
姜,9.84,2.6637,2.1584,8,277
砖,9.84,2.6637,2.3819999999999997,2,277
煤,9.84,2.6637,2.42,13,219
咳,9.82,2.6628,2.4298,2,220
笛,9.82,2.6628,2.3819999999999997,9,220
驳,9.76,2.6599,2.5065,15,220
迁,9.76,2.6599,2.5237,12,278
宵,9.74,2.659,2.5453,15,277
聘,9.71,2.658,2.5024,2,306
铅,9.69,2.6571,2.4713,12,278
袍,9.69,2.6571,2.444,4,220
洪,9.67,2.6561,2.2765,8,219
撼,9.65,2.6551,2.4955,11,305
蝙,9.63,2.6542,2.3222,5,277
卓,9.61,2.6532,2.3096,11,218
翔,9.61,2.6532,2.3856,3,220
炬,9.59,2.6522,2.1790000000000003,15,306
裔,9.56,2.6513,2.4814,37,306
粪,9.56,2.6513,2.4346,6,306
刘,9.56,2.6513,1.9868,10,220
秃,9.52,2.6493,2.4594,1,278
翠,9.5,2.6484,2.1004,9,304
浦,9.44,2.6454,2.1139,5,262
蛙,9.44,2.6454,2.2625,4,278
驻,9.41,2.6444,2.5441,10,306
眨,9.35,2.6415,2.4472,2,262
皂,9.35,2.6415,2.4771,6,305
幢,9.33,2.6405,2.5038,2,220
削,9.33,2.6405,2.5353,3,306
乞,9.31,2.6395,2.4713,5,262
聋,9.29,2.6385,2.48,8,217
橘,9.29,2.6385,2.3819999999999997,6,220
锦,9.27,2.6375,2.3711,6,261
梳,9.24,2.6365,2.49,12,278
呦,9.24,2.6365,2.4116,6,278
愁,9.24,2.6365,2.5340000000000003,6,220
沼,9.24,2.6365,2.2625,3,261
绵,9.22,2.6355,2.4624,3,219
赂,9.2,2.6345,2.4564,13,305
辐,9.2,2.6345,2.2923,17,220
鸦,9.2,2.6345,2.42,5,279
拽,9.2,2.6345,2.4983,1,303
郊,9.2,2.6345,2.5340000000000003,14,277
阔,9.18,2.6335,2.4786,3,303
皱,9.18,2.6335,2.5132,5,306
哄,9.18,2.6335,2.4914,1,261
谐,9.16,2.6325,2.5353,12,220
蹦,9.16,2.6325,2.4786,4,305
窒,9.12,2.6304,2.4928,22,306
碳,9.09,2.6294,2.4166,4,306
孟,9.09,2.6294,2.2014,2,305
咋,9.09,2.6294,2.4742,1,261
赦,9.07,2.6284,2.316,7,306
锐,9.05,2.6274,2.549,5,304
帆,9.05,2.6274,2.3802,10,220
傅,9.05,2.6274,2.0334,16,306
剃,9.03,2.6263,2.42,11,306
斥,9.03,2.6263,2.5527,7,306
峡,8.99,2.6243,2.3927,12,219
捞,8.97,2.6232,2.5038,1,278
铜,8.97,2.6232,2.4393,9,220
悼,8.97,2.6232,2.4564,8,305
驼,8.95,2.6222,2.2577,8,220
巢,8.95,2.6222,2.4425,3,219
淑,8.92,2.6212,2.2695,5,220
庇,8.92,2.6212,2.42,25,306
跤,8.88,2.6191,2.3636,14,277
厦,8.84,2.617,2.4116,4,305
悍,8.8,2.6149,2.4183,11,305
仑,8.8,2.6149,2.3345,4,218
抄,8.8,2.6149,2.4639,3,277
禽,8.77,2.6138,2.4265,8,218
焕,8.75,2.6128,2.281,6,306
履,8.75,2.6128,2.5328,7,261
醋,8.71,2.6107,2.4579,7,304
羽,8.71,2.6107,2.3729,9,260
蕉,8.65,2.6075,2.4133,14,277
肋,8.65,2.6075,2.4425,4,304
斜,8.6,2.6053,2.4579,12,220
棘,8.6,2.6053,2.5478,19,220
凳,8.58,2.6042,2.3909,5,305
砰,8.58,2.6042,2.3365,5,278
浸,8.58,2.6042,2.5378,10,305
衔,8.56,2.6031,2.4330000000000003,9,220
绒,8.54,2.6021,2.4362,12,217
雀,8.54,2.6021,2.3927,5,305
熄,8.54,2.6021,2.4829,9,220
谦,8.52,2.6010000000000004,2.4742,12,278
杖,8.5,2.5999,2.3502,8,305
悟,8.5,2.5999,2.4609,13,306
寺,8.48,2.5988,2.1703,11,305
醇,8.45,2.5977,2.3766,4,219
泛,8.45,2.5977,2.4346,6,306
霜,8.43,2.5966,2.4609,3,276
屉,8.43,2.5966,2.4742,11,306
茱,8.43,2.5966,1.9731,10,278
县,8.41,2.5955,2.2695,12,306
恳,8.41,2.5955,2.5051,4,259
逸,8.37,2.5933,2.4216,37,306
咕,8.35,2.5922,2.2041,11,277
蝇,8.35,2.5922,2.415,11,220
殴,8.35,2.5922,2.4639,7,278
猾,8.35,2.5922,2.5302,5,219
韵,8.33,2.5911,2.3892,6,305
钝,8.33,2.5911,2.5159,7,305
葱,8.33,2.5911,2.3962,5,276
绞,8.33,2.5911,2.4281,11,261
饵,8.3,2.5899,2.4378,5,261
逢,8.28,2.5888,2.5211,3,219
奢,8.26,2.5877,2.4983,2,278
挫,8.26,2.5877,2.5198,4,304
兑,8.26,2.5877,2.4548,5,304
撇,8.26,2.5877,2.4409,1,260
弦,8.2,2.5843,2.3598,9,220
贸,8.18,2.5832,2.3579,5,305
壶,8.18,2.5832,2.4487,10,220
伽,8.16,2.5821,2.281,13,278
掐,8.16,2.5821,2.4843,1,276
绷,8.11,2.5798,2.4409,3,277
蟹,8.09,2.5786,2.2529,14,306
昧,8.09,2.5786,2.5079,7,305
庸,8.07,2.5775,2.4942,2,278
帘,8.07,2.5775,2.4232,7,219
搁,8.05,2.5763,2.5132,8,278
梁,8.03,2.5752,2.4548,4,219
窥,8.03,2.5752,2.4742,3,277
涌,8.01,2.574,2.5132,12,260
挚,7.96,2.5717,2.4843,22,306
祟,7.96,2.5717,2.3139,8,305
鳄,7.96,2.5717,2.2672,14,305
坛,7.96,2.5717,2.4298,8,220
窍,7.94,2.5705,2.5092,5,306
腥,7.94,2.5705,2.4082,6,278
竹,7.92,2.5694,2.3579,5,220
斤,7.88,2.5669999999999997,2.3541,9,277
晰,7.88,2.5669999999999997,2.4928,24,278
祥,7.88,2.5669999999999997,2.3856,3,220
坪,7.86,2.5658,2.42,11,217
鲸,7.84,2.5647,2.2455,14,277
叙,7.81,2.5635,2.3404,11,305
溺,7.77,2.5611,2.4082,5,305
躯,7.75,2.5599,2.4409,10,277
旨,7.73,2.5587,2.4564,11,262
蔬,7.71,2.5575,2.3909,12,278
拇,7.71,2.5575,2.3598,6,260
浇,7.69,2.5563,2.4425,14,277
叠,7.66,2.5551,2.444,9,218
绊,7.64,2.5539,2.4683,7,305
籍,7.62,2.5527,2.4564,19,220
邓,7.58,2.5502,1.9138,5,305
逞,7.58,2.5502,2.4983,1,262
疹,7.56,2.549,2.3139,4,261
框,7.51,2.5465,2.3541,5,305
碑,7.49,2.5453,2.3729,5,277
秩,7.49,2.5453,2.3945,22,306
弓,7.49,2.5453,2.281,12,277
蓬,7.49,2.5453,2.3096,9,220
鱿,7.47,2.5441,2.4281,8,220
嫩,7.45,2.5428,2.4487,1,303
酿,7.39,2.5391,2.3522,1,304
哩,7.37,2.5378,2.2430000000000003,1,11
唠,7.34,2.5366,2.3997,5,220
勺,7.34,2.5366,2.4014,2,220
崽,7.32,2.5353,2.3284,2,261
亦,7.28,2.5328,2.4099,37,306
悯,7.26,2.5315,2.3979,5,260
伐,7.26,2.5315,2.3874,3,277
宋,7.26,2.5315,1.8921,5,305
咽,7.26,2.5315,2.4249,14,306
惕,7.24,2.5302,2.4609,11,306
稚,7.19,2.5276,2.4548,22,306
樱,7.17,2.5263,2.301,8,278
曝,7.17,2.5263,2.4065,3,306
捆,7.15,2.525,2.3945,2,261
豚,7.15,2.525,2.1673,5,219
泊,7.13,2.5237,2.3729,15,220
嗅,7.13,2.5237,2.3502,6,305
戮,7.13,2.5237,2.3819999999999997,13,305
呗,7.11,2.5224,2.4502,4,306
瓷,7.09,2.5211,2.2553,9,219
渔,7.09,2.5211,2.3404,42,276
哑,7.07,2.5198,2.3909,2,263
驰,7.07,2.5198,2.3729,6,220
踝,7.07,2.5198,2.3522,4,218
屑,7.07,2.5198,2.4249,14,306
斧,7.05,2.5185,2.2788,11,262
虹,7.02,2.5172,2.2175,8,219
槽,7.02,2.5172,2.3892,4,219
亵,7.0,2.5159,2.3892,14,306
嬉,7.0,2.5159,2.3541,24,278
烘,6.96,2.5132,2.3243,4,277
栽,6.94,2.5119,2.4082,4,277
绰,6.92,2.5105,2.3385,3,304
驯,6.9,2.5092,2.2577,8,219
弘,6.9,2.5092,1.7709,8,219
杨,6.9,2.5092,2.1335,7,220
铭,6.87,2.5079,2.4265,7,219
冤,6.87,2.5079,2.3324,4,278
溪,6.87,2.5079,2.2253,24,278
舟,6.85,2.5065,2.2041,5,278
簿,6.85,2.5065,2.3802,12,304
绎,6.83,2.5051,2.2041,37,306
胀,6.83,2.5051,2.4183,8,305
肆,6.81,2.5038,2.4639,11,305
轴,6.81,2.5038,2.3598,1,220
婶,6.81,2.5038,1.9868,2,262
粮,6.79,2.5024,2.3096,4,219
溅,6.77,2.5011,2.3784,19,305
拌,6.77,2.5011,2.3404,7,305
髓,6.68,2.4955,2.3243,1,263
吩,6.68,2.4955,2.4232,5,278
剔,6.66,2.4942,2.4265,3,278
鞭,6.66,2.4942,2.3674,5,277
茎,6.66,2.4942,2.2041,14,277
竖,6.66,2.4942,2.3324,10,306
枯,6.64,2.4928,2.4065,7,277
凰,6.64,2.4928,2.1367,11,219
椎,6.64,2.4928,2.3054,4,276
勉,6.62,2.4914,2.4518,5,261
燕,6.62,2.4914,2.233,14,306
嗜,6.6,2.49,2.3962,29,306
缚,6.55,2.4871,2.3784,17,220
挠,6.55,2.4871,2.3579,2,219
嗷,6.53,2.4857,2.2304,8,219
崖,6.51,2.4843,2.3139,5,221
瘫,6.51,2.4843,2.3838,5,278
飙,6.51,2.4843,2.3838,8,276
俯,6.49,2.4829,2.3502,11,262
沫,6.49,2.4829,2.3766,13,306
喋,6.49,2.4829,2.1584,9,218
亭,6.49,2.4829,2.1732,4,219
蒜,6.47,2.4814,2.3636,2,304
焚,6.45,2.48,2.3502,2,220
烹,6.43,2.4786,2.3054,5,278
骸,6.38,2.4757,2.2945,3,220
磕,6.38,2.4757,2.3118,11,278
寇,6.36,2.4742,1.8062,6,305
庙,6.36,2.4742,2.1761,2,306
颇,6.34,2.4728,2.3464,3,262
羡,6.34,2.4728,2.4099,12,306
哮,6.34,2.4728,2.2833,15,277
赃,6.32,2.4713,2.3139,1,276
腻,6.3,2.4698,2.4014,5,305
渎,6.3,2.4698,2.3464,5,220
溢,6.3,2.4698,2.4065,37,306
掠,6.23,2.4654,2.281,2,303
陨,6.21,2.4639,1.9494,3,263
辖,6.21,2.4639,2.281,12,219
渗,6.21,2.4639,2.3692,5,306
嘎,6.19,2.4624,1.9868,1,275
椰,6.19,2.4624,2.1703,3,220
栗,6.19,2.4624,2.1584,23,306
蹭,6.17,2.4609,2.3243,1,304
僚,6.17,2.4609,2.3139,8,219
芳,6.17,2.4609,2.3464,4,278
柳,6.15,2.4594,2.0934,4,262
靓,6.15,2.4594,2.2967,12,305
攀,6.15,2.4594,2.3075,2,277
勿,6.13,2.4579,2.3692,13,306
吴,6.13,2.4579,1.8451,9,220
叭,6.13,2.4579,2.2878,7,279
撬,6.13,2.4579,2.3222,5,306
蚂,6.11,2.4564,2.2068,4,262
歹,6.11,2.4564,2.3617,2,261
藉,6.11,2.4564,2.3692,8,306
燥,6.08,2.4548,2.3579,6,305
斐,6.08,2.4548,2.1072,6,262
憋,6.08,2.4548,2.3692,2,277
颅,6.08,2.4548,2.248,8,219
喇,6.08,2.4548,2.3284,1,262
缴,6.06,2.4533,2.3284,11,261
郑,6.06,2.4533,2.1523,5,305
吟,6.06,2.4533,2.233,6,220
